Country,Year,AverageTemperature,MinTemperature,MaxTemperature
CYP,1976,18.5760833333333,18.24475,18.9074166666667
CYP,1977,19.0565,18.7711666666667,19.3418333333333
CYP,1978,19.23775,18.9318333333333,19.5436666666667
CYP,1979,19.55575,19.3071666666667,19.8043333333333
CYP,1980,18.8500833333333,18.5575833333333,19.1425833333333
CYP,1981,19.2319166666667,18.9500833333333,19.51375
CYP,1982,18.5664166666667,18.30275,18.8300833333333
CYP,1983,18.4243333333333,18.1711666666667,18.6775
CYP,1984,18.9433333333333,18.6291666666667,19.2575
CYP,1985,19.19775,18.8765,19.519
CYP,1986,19.2844166666667,19.0055833333333,19.56325
CYP,1987,18.8829166666667,18.65625,19.1095833333333
CYP,1988,19.0795,18.8364166666667,19.3225833333333
CYP,1989,19.08,18.76725,19.39275
CYP,1990,19.1944166666667,18.9196666666667,19.4691666666667
CYP,1991,19.08275,18.7775833333333,19.3879166666667
CYP,1992,18.04925,17.7285,18.37
CYP,1993,18.949,18.6925,19.2055
CYP,1994,19.802,19.5469166666667,20.0570833333333
CYP,1995,19.079,18.829,19.329
CYP,1996,19.4755833333333,19.20675,19.7444166666667
CYP,1997,18.87625,18.5965833333333,19.1559166666667
CYP,1998,19.9640833333333,19.7119166666667,20.21625
CYP,1999,20.07375,19.77325,20.37425
CYP,2000,19.442,19.152,19.732
CYP,2001,20.01175,19.7459166666667,20.2775833333333
CYP,2002,19.7291666666667,19.42325,20.0350833333333
CYP,2003,19.7350833333333,19.4506666666667,20.0195
CYP,2004,19.59575,19.2805833333333,19.9109166666667
CYP,2005,19.5870833333333,19.3145833333333,19.8595833333333
CYP,2006,19.5401666666667,19.2605,19.8198333333333
CYP,2007,19.9453333333333,19.6951666666667,20.1955
CYP,2008,20.14475,19.9065,20.383
CYP,2009,20.1573333333333,19.889,20.4256666666667
CYP,2010,20.952,20.7299166666667,21.1740833333333
CYP,2011,19.6819166666667,19.4371666666667,19.9266666666667
CYP,2012,20.012,19.5733333333333,20.4506666666667
CYP,2013,,,
CZE,1900,7.9735,7.55575,8.39125
CZE,1901,7.14675,6.7115,7.582
CZE,1902,6.61516666666667,6.19933333333333,7.031
CZE,1903,7.894,7.442,8.346
CZE,1904,7.87533333333333,7.44575,8.30491666666667
CZE,1905,7.556,7.164,7.948
CZE,1906,7.74658333333333,7.40341666666667,8.08975
CZE,1907,7.35608333333333,6.98391666666667,7.72825
CZE,1908,6.98241666666667,6.617,7.34783333333333
CZE,1909,6.943,6.61966666666667,7.26633333333333
CZE,1910,7.91441666666667,7.61583333333333,8.213
CZE,1911,8.35333333333333,8.00241666666667,8.70425
CZE,1912,6.975,6.62741666666667,7.32258333333333
CZE,1913,7.70591666666667,7.39183333333333,8.02
CZE,1914,7.62858333333333,7.15266666666667,8.1045
CZE,1915,7.3965,7.01958333333333,7.77341666666667
CZE,1916,8.25375,7.9085,8.599
CZE,1917,7.1185,6.69058333333333,7.54641666666667
CZE,1918,8.1475,7.793,8.502
CZE,1919,6.89441666666667,6.5375,7.25133333333333
CZE,1920,8.12875,7.70566666666667,8.55183333333333
CZE,1921,8.35658333333333,8.06191666666667,8.65125
CZE,1922,6.65733333333333,6.23858333333333,7.07608333333333
CZE,1923,7.65341666666667,7.34433333333333,7.9625
CZE,1924,6.85558333333333,6.50916666666667,7.202
CZE,1925,7.77633333333333,7.381,8.17166666666667
CZE,1926,8.27966666666667,7.95925,8.60008333333333
